nodes,threads,N,time
1,4,2097152,597.274
1,4,2097152,597.026
2,4,2097152,612.988
2,4,2097152,613.031
2,4,2097152,612.901
2,4,2097152,612.846
2,4,2097152,612.67
2,4,2097152,612.809
2,4,2097152,612.802
2,4,2097152,612.724
2,4,2097152,612.416
2,4,2097152,612.787
2,4,2097152,613.09
2,4,2097152,612.969
2,4,2097152,612.542
2,4,2097152,612.699
2,4,2097152,612.763
2,4,2097152,613.555
2,4,2097152,612.857
2,4,2097152,612.767
2,4,2097152,612.961
2,4,2097152,613.162
4,4,2097152,222.399
4,4,2097152,222.62
4,4,2097152,223.551
4,4,2097152,221.707
4,4,2097152,227.833
4,4,2097152,220.911
4,4,2097152,225.379
4,4,2097152,220.795
4,4,2097152,224.661
4,4,2097152,226.032
4,4,2097152,222.021
4,4,2097152,219.65
4,4,2097152,223.965
4,4,2097152,225.947
4,4,2097152,222.971
4,4,2097152,223.379
4,4,2097152,220.457
4,4,2097152,219.352
4,4,2097152,219.61
4,4,2097152,222.199
7,4,2097152,111.905
7,4,2097152,111.967
7,4,2097152,112.718
7,4,2097152,111.792
7,4,2097152,111.802
7,4,2097152,111.993
7,4,2097152,111.935
7,4,2097152,111.929
7,4,2097152,112.091
7,4,2097152,111.787
7,4,2097152,111.745
7,4,2097152,111.809
7,4,2097152,111.96
7,4,2097152,111.683
7,4,2097152,111.717
7,4,2097152,113.492
7,4,2097152,112.199
7,4,2097152,111.78
7,4,2097152,112.141
7,4,2097152,111.778
1,2,4194304,2273.42
1,2,4194304,2269.18
1,2,4194304,2270.57
1,2,4194304,2272.01
1,2,4194304,2272.44
1,2,4194304,2272.58
1,2,4194304,2272.47
1,2,4194304,2271.89
1,2,4194304,2271.59
1,2,4194304,2269.32
1,2,4194304,2270.84
1,2,4194304,2273.3
1,2,4194304,2270.94
1,2,4194304,2271.39
1,2,4194304,2270.79
1,2,4194304,2273.02
1,2,4194304,2272.13
1,2,4194304,2271.67
1,2,4194304,2273.35
1,2,4194304,2273.69
1,4,4194304,2273.94
1,4,4194304,2274.77
1,4,4194304,2274.54
1,4,4194304,2275.14
1,4,4194304,2273.19
1,4,4194304,2273.27
1,4,4194304,2274.46
1,4,4194304,2274.7
1,4,4194304,2274.43
1,4,4194304,2272.8
1,4,4194304,2274.7
1,4,4194304,2275.39
1,4,4194304,2273.83
1,4,4194304,2273.33
1,4,4194304,2275.39
1,4,4194304,2274.36
1,4,4194304,2274.27
1,4,4194304,2273.23
1,4,4194304,2273.54
1,4,4194304,2268.7
2,4,4194304,2330.8
2,4,4194304,2330.19
2,4,4194304,2329.95
2,4,4194304,2329.3
2,4,4194304,2329.12
2,4,4194304,2328.89
2,4,4194304,2328.87
2,4,4194304,2328.87
2,4,4194304,2329.6
2,4,4194304,2329.43
2,4,4194304,2329.15
2,4,4194304,2329.55
2,4,4194304,2329.28
2,4,4194304,2329.08
2,4,4194304,2330.22
2,4,4194304,2330.51
2,4,4194304,2331.4
2,4,4194304,2330.56
2,4,4194304,2331.14
2,4,4194304,2332.45
4,4,4194304,845.408
4,4,4194304,846.389
4,4,4194304,843.621
4,4,4194304,845.625
4,4,4194304,838.758
4,4,4194304,852.616
4,4,4194304,844.889
4,4,4194304,840.151
4,4,4194304,855.736
4,4,4194304,844.069
4,4,4194304,836.391
4,4,4194304,839.522
4,4,4194304,855.314
4,4,4194304,844.704
4,4,4194304,845.688
4,4,4194304,858.039
4,4,4194304,845.13
4,4,4194304,844.405
4,4,4194304,849.173
4,4,4194304,860.301
7,4,4194304,424.426
7,4,4194304,424.68
7,4,4194304,424.974
7,4,4194304,425.14
7,4,4194304,426.884
7,4,4194304,424.643
7,4,4194304,424.802
7,4,4194304,424.616
7,4,4194304,424.736
7,4,4194304,424.853
7,4,4194304,424.903
7,4,4194304,424.914
7,4,4194304,424.708
7,4,4194304,424.801
7,4,4194304,424.716
7,4,4194304,424.561
7,4,4194304,424.98
7,4,4194304,424.712
7,4,4194304,424.765
7,4,4194304,424.828
1,2,8388608,8676.34
1,2,8388608,8665.15
1,2,8388608,8650.8
1,2,8388608,8649.3
1,2,8388608,8652.09
1,2,8388608,8653.65
1,2,8388608,8657.83
1,2,8388608,8668.62
1,2,8388608,8677.33
1,2,8388608,8678.88
1,2,8388608,8679.37
1,2,8388608,8662.33
1,2,8388608,8649.87
1,2,8388608,8648.53
1,2,8388608,8652.97
1,2,8388608,8652.62
1,2,8388608,8656.08
1,2,8388608,8669.15
1,2,8388608,8679.51
1,2,8388608,8679.37
1,4,8388608,8687.46
1,4,8388608,8669.92
1,4,8388608,8655.56
1,4,8388608,8655.27
1,4,8388608,8658.04
1,4,8388608,8658.84
1,4,8388608,8664.69
1,4,8388608,8666.15
1,4,8388608,8680.01
1,4,8388608,8681.32
1,4,8388608,8681.9
1,4,8388608,8663.91
1,4,8388608,8653.11
1,4,8388608,8653.23
1,2,8388608,8653.18
1,4,8388608,8662.1
2,4,8388608,8898.42
4,4,8388608,3220.81
7,4,8388608,1619.54
